108.056542	-6.915628	8	3
108.136198	-6.76052	8	3
108.053275	-6.667735	8	3
108.307689	-6.576547	8	3
108.48541	-6.977071	5	3
108.228364	-6.841853	5	3
106.163116	-6.037184	3	1
109.133304	-6.862404	6	3
109.14559	-7.460568	3	3
110.254608	-7.384301	3	3
110.431403	-6.979792	3	3
111.350732	-6.710146	3	3
105.242174	-5.25028	4	3
105.631943	-5.780578	4	3
106.82185	-6.15151	6	3
106.7351	-6.03383	5	3
106.80001	-6.59818	6	3
106.97733	-6.91072	5	3
107.92103	-6.86069	7	3
107.59214	-7.07877	7	3
108.5658	-6.71969	8	3
108.42849	-6.68979	8	3
108.40908	-6.6421	7	3
108.42849	-6.68979	7	3
108.36065	-6.82061	7	3
108.17164	-6.78431	7	3
108.32585	-6.33364	8	3
